batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
1,1,yz,0.0,0.0,0.0
1,2,yz,12.99,50.65,63.64
1,3,yz,10.31,0.0,10.31
1,4,yz,18.23,65.11,83.34
1,5,yz,14.67,0.9,15.57
1,6,yz,3.0,0.0,3.0
1,7,yz,14.35,31.87,46.22
1,8,yz,5.83,0.0,5.83
1,9,yz,16.54,59.41,75.95
1,10,yz,12.01,0.89,12.9
1,11,yz,1.8,0.0,1.8
1,12,yz,13.79,28.85,42.64
1,13,yz,3.15,0.0,3.15
1,14,yz,16.53,56.0,72.53
1,15,yz,10.5,0.85,11.35
1,16,yz,0.91,0.0,0.91
1,17,yz,0.0,0.0,0.0
1,18,yz,15.26,4.0,19.26
1,19,yz,0.06,0.0,0.06
1,20,yz,9.41,0.71,10.12
