batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
2,1,yz,0.0,0.0,0.0
2,2,yz,10.94,49.72,60.66
2,3,yz,16.48,0.0,16.48
2,4,yz,19.12,63.97,83.09
2,5,yz,14.22,0.66,14.88
2,6,yz,4.72,0.0,4.72
2,7,yz,10.64,30.63,41.27
2,8,yz,8.01,0.0,8.01
2,9,yz,12.07,59.33,71.4
2,10,yz,10.32,0.64,10.96
2,11,yz,2.81,0.0,2.81
2,12,yz,10.73,27.66,38.39
2,13,yz,4.92,0.0,4.92
2,14,yz,12.26,54.7,66.96
2,15,yz,8.49,0.64,9.13
2,16,yz,1.49,0.0,1.49
2,17,yz,0.0,0.0,0.0
2,18,yz,10.72,3.75,14.47
2,19,yz,0.07,0.0,0.07
2,20,yz,5.8,0.44,6.24
