batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
32,1,xz,0.0,0.0,0.0
32,2,xz,1.1,35.64,36.74
32,3,xz,4.0,0.0,4.0
32,4,xz,1.93,48.34,50.27
32,5,xz,1.37,0.01,1.38
32,6,xz,0.4,0.0,0.4
32,7,xz,0.81,2.87,3.68
32,8,xz,0.88,0.0,0.88
32,9,xz,1.05,5.82,6.87
32,10,xz,0.73,0.01,0.74
32,11,xz,0.2,0.0,0.2
32,12,xz,0.49,1.9,2.39
32,13,xz,0.57,0.0,0.57
32,14,xz,0.62,3.85,4.47
32,15,xz,0.41,0.01,0.42
32,16,xz,0.1,0.0,0.1
32,17,xz,0.0,0.0,0.0
32,18,xz,0.16,0.15,0.31
32,19,xz,0.01,0.0,0.01
32,20,xz,0.05,0.0,0.05
