batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
64,1,xz,0.0,0.0,0.0
64,2,xz,1.05,40.17,41.22
64,3,xz,3.96,0.0,3.96
64,4,xz,1.87,55.01,56.88
64,5,xz,1.33,0.02,1.35
64,6,xz,0.39,0.0,0.39
64,7,xz,0.73,11.27,12.0
64,8,xz,0.84,0.0,0.84
64,9,xz,0.97,25.3,26.27
64,10,xz,0.69,0.01,0.7
64,11,xz,0.19,0.0,0.19
64,12,xz,0.41,1.88,2.29
64,13,xz,0.56,0.0,0.56
64,14,xz,0.54,3.85,4.39
64,15,xz,0.37,0.01,0.38
64,16,xz,0.1,0.0,0.1
64,17,xz,0.0,0.0,0.0
64,18,xz,0.13,0.2,0.33
64,19,xz,0.01,0.0,0.01
64,20,xz,0.03,0.0,0.03
