batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
4,1,xz,0.0,0.0,0.0
4,2,xz,1.86,3.79,5.65
4,3,xz,3.98,0.0,3.98
4,4,xz,3.0,5.06,8.06
4,5,xz,1.95,0.02,1.97
4,6,xz,0.38,0.0,0.38
4,7,xz,1.23,2.46,3.69
4,8,xz,0.88,0.0,0.88
4,9,xz,1.87,4.84,6.71
4,10,xz,1.05,0.02,1.07
4,11,xz,0.2,0.0,0.2
4,12,xz,0.86,2.08,2.94
4,13,xz,0.61,0.0,0.61
4,14,xz,1.08,4.32,5.4
4,15,xz,0.69,0.02,0.71
4,16,xz,0.1,0.0,0.1
4,17,xz,0.0,0.0,0.0
4,18,xz,0.7,0.5,1.2
4,19,xz,0.01,0.0,0.01
4,20,xz,0.37,0.02,0.39
