batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
16,1,xz,0.0,0.0,0.0
16,2,xz,1.19,17.5,18.69
16,3,xz,3.91,0.0,3.91
16,4,xz,2.08,23.05,25.13
16,5,xz,1.46,0.02,1.48
16,6,xz,0.38,0.0,0.38
16,7,xz,0.96,2.29,3.25
16,8,xz,0.85,0.0,0.85
16,9,xz,1.21,4.63,5.84
16,10,xz,0.81,0.01,0.82
16,11,xz,0.19,0.0,0.19
16,12,xz,0.58,1.9,2.48
16,13,xz,0.55,0.0,0.55
16,14,xz,0.8,3.85,4.65
16,15,xz,0.49,0.01,0.5
16,16,xz,0.09,0.0,0.09
16,17,xz,0.0,0.0,0.0
16,18,xz,0.24,0.15,0.39
16,19,xz,0.01,0.0,0.01
16,20,xz,0.1,0.0,0.1
