batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
1,1,z,0.0,0.0,0.0
1,2,z,2.77,4.57,7.34
1,3,z,3.41,0.0,3.41
1,4,z,3.64,5.96,9.6
1,5,z,3.73,0.0,3.73
1,6,z,2.66,0.05,2.71
1,7,z,2.43,3.11,5.54
1,8,z,2.38,0.0,2.38
1,9,z,2.72,5.36,8.08
1,10,z,2.37,0.0,2.37
1,11,z,2.01,0.11,2.12
1,12,z,2.16,3.28,5.44
1,13,z,1.12,0.0,1.12
1,14,z,2.59,5.19,7.78
1,15,z,0.91,0.0,0.91
1,16,z,1.67,0.06,1.73
1,17,z,0.0,0.0,0.0
1,18,z,2.5,2.02,4.52
1,19,z,0.02,0.0,0.02
1,20,z,1.48,0.07,1.55
