batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
8,1,z,0.0,0.0,0.0
8,2,z,1.35,4.53,5.88
8,3,z,3.71,0.0,3.71
8,4,z,2.38,5.88,8.26
8,5,z,3.74,0.0,3.74
8,6,z,1.59,0.03,1.62
8,7,z,1.14,2.49,3.63
8,8,z,2.2,0.0,2.2
8,9,z,1.49,5.03,6.52
8,10,z,2.07,0.0,2.07
8,11,z,0.97,0.02,0.99
8,12,z,0.65,2.15,2.8
8,13,z,1.11,0.0,1.11
8,14,z,0.96,4.37,5.33
8,15,z,0.84,0.0,0.84
8,16,z,0.53,0.02,0.55
8,17,z,0.0,0.0,0.0
8,18,z,0.4,1.94,2.34
8,19,z,0.02,0.0,0.02
8,20,z,0.19,0.03,0.22
