batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
4,1,xy,0.0,0.0,0.0
4,2,xy,1.86,4.59,6.45
4,3,xy,3.96,0.0,3.96
4,4,xy,2.99,5.97,8.96
4,5,xy,1.95,0.03,1.98
4,6,xy,0.38,0.0,0.38
4,7,xy,1.23,4.64,5.87
4,8,xy,0.87,0.0,0.87
4,9,xy,1.89,8.77,10.66
4,10,xy,1.05,0.02,1.07
4,11,xy,0.19,0.0,0.19
4,12,xy,0.87,14.43,15.3
4,13,xy,0.61,0.0,0.61
4,14,xy,1.08,28.87,29.95
4,15,xy,0.69,0.03,0.72
4,16,xy,0.09,0.0,0.09
4,17,xy,0.0,0.0,0.0
4,18,xy,0.7,0.5,1.2
4,19,xy,0.01,0.0,0.01
4,20,xy,0.37,0.02,0.39
