batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
32,1,xy,0.0,0.0,0.0
32,2,xy,1.09,34.35,35.44
32,3,xy,3.95,0.0,3.95
32,4,xy,1.93,50.12,52.05
32,5,xy,1.37,0.01,1.38
32,6,xy,0.39,0.0,0.39
32,7,xy,0.8,4.29,5.09
32,8,xy,0.85,0.0,0.85
32,9,xy,1.05,8.21,9.26
32,10,xy,0.73,0.01,0.74
32,11,xy,0.19,0.0,0.19
32,12,xy,0.49,6.67,7.16
32,13,xy,0.55,0.0,0.55
32,14,xy,0.62,13.74,14.36
32,15,xy,0.41,0.01,0.42
32,16,xy,0.1,0.0,0.1
32,17,xy,0.0,0.0,0.0
32,18,xy,0.16,0.16,0.32
32,19,xy,0.01,0.0,0.01
32,20,xy,0.05,0.0,0.05
