batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
256,1,xy,0.0,0.0,0.0
256,2,xy,1.06,62.55,63.61
256,3,xy,4.05,0.0,4.05
256,4,xy,1.86,81.5,83.36
256,5,xy,1.33,0.01,1.34
256,6,xy,0.4,0.0,0.4
256,7,xy,0.69,15.23,15.92
256,8,xy,0.87,0.0,0.87
256,9,xy,0.94,36.15,37.09
256,10,xy,0.67,0.0,0.67
256,11,xy,0.2,0.0,0.2
256,12,xy,0.36,4.78,5.14
256,13,xy,0.83,0.0,0.83
256,14,xy,0.48,10.23,10.71
256,15,xy,0.34,0.0,0.34
256,16,xy,0.1,0.0,0.1
256,17,xy,0.0,0.0,0.0
256,18,xy,0.08,0.14,0.22
256,19,xy,0.01,0.0,0.01
256,20,xy,0.01,0.0,0.01
