batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
128,1,xy,0.0,0.0,0.0
128,2,xy,1.03,54.14,55.17
128,3,xy,4.09,0.0,4.09
128,4,xy,1.84,72.95,74.79
128,5,xy,1.32,0.01,1.33
128,6,xy,0.4,0.0,0.4
128,7,xy,0.7,10.89,11.59
128,8,xy,0.82,0.0,0.82
128,9,xy,0.94,27.22,28.16
128,10,xy,0.67,0.0,0.67
128,11,xy,0.2,0.0,0.2
128,12,xy,0.37,5.12,5.49
128,13,xy,0.56,0.0,0.56
128,14,xy,0.49,10.37,10.86
128,15,xy,0.35,0.0,0.35
128,16,xy,0.11,0.0,0.11
128,17,xy,0.0,0.0,0.0
128,18,xy,0.1,0.16,0.26
128,19,xy,0.01,0.0,0.01
128,20,xy,0.02,0.0,0.02
