batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
1,1,xy,0.0,0.0,0.0
1,2,xy,2.79,7.01,9.8
1,3,xy,3.89,0.0,3.89
1,4,xy,3.71,9.74,13.45
1,5,xy,2.78,0.09,2.87
1,6,xy,0.38,0.0,0.38
1,7,xy,2.38,15.68,18.06
1,8,xy,0.87,0.0,0.87
1,9,xy,2.72,31.12,33.84
1,10,xy,2.04,0.14,2.18
1,11,xy,0.2,0.0,0.2
1,12,xy,2.15,56.92,59.07
1,13,xy,0.6,0.0,0.6
1,14,xy,2.58,113.37,115.95
1,15,xy,1.68,0.12,1.8
1,16,xy,0.09,0.0,0.09
1,17,xy,0.0,0.0,0.0
1,18,xy,2.48,2.02,4.5
1,19,xy,0.02,0.0,0.02
1,20,xy,1.48,0.07,1.55
