batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
16,1,xy,0.0,0.0,0.0
16,2,xy,1.21,33.57,34.78
16,3,xy,3.92,0.0,3.92
16,4,xy,2.08,47.66,49.74
16,5,xy,1.45,0.01,1.46
16,6,xy,0.38,0.0,0.38
16,7,xy,0.96,2.97,3.93
16,8,xy,0.85,0.0,0.85
16,9,xy,1.2,6.02,7.22
16,10,xy,0.81,0.01,0.82
16,11,xy,0.19,0.0,0.19
16,12,xy,0.58,7.6,8.18
16,13,xy,0.55,0.0,0.55
16,14,xy,0.79,15.03,15.82
16,15,xy,0.49,0.01,0.5
16,16,xy,0.09,0.0,0.09
16,17,xy,0.0,0.0,0.0
16,18,xy,0.24,0.15,0.39
16,19,xy,0.01,0.0,0.01
16,20,xy,0.1,0.0,0.1
