batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
8,1,xy,0.0,0.0,0.0
8,2,xy,1.41,4.95,6.36
8,3,xy,3.99,0.0,3.99
8,4,xy,2.39,6.19,8.58
8,5,xy,1.63,0.02,1.65
8,6,xy,0.38,0.0,0.38
8,7,xy,1.13,3.9,5.03
8,8,xy,0.85,0.0,0.85
8,9,xy,1.53,7.84,9.37
8,10,xy,0.97,0.02,0.99
8,11,xy,0.19,0.0,0.19
8,12,xy,0.65,8.6,9.25
8,13,xy,0.59,0.0,0.59
8,14,xy,1.01,16.97,17.98
8,15,xy,0.53,0.02,0.55
8,16,xy,0.1,0.0,0.1
8,17,xy,0.0,0.0,0.0
8,18,xy,0.4,0.25,0.65
8,19,xy,0.01,0.0,0.01
8,20,xy,0.19,0.01,0.2
