batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
8,1,xz,0.0,0.0,0.0
8,2,xz,9.27,126.54,135.81
8,3,xz,11.49,0.0,11.49
8,4,xz,12.03,185.0,197.03
8,5,xz,11.52,0.0,11.52
8,6,xz,4.71,0.28,4.99
8,7,xz,5.37,28.55,33.92
8,8,xz,6.96,0.0,6.96
8,9,xz,7.8,57.34,65.14
8,10,xz,8.75,0.0,8.75
8,11,xz,3.64,0.18,3.82
8,12,xz,3.68,23.7,27.38
8,13,xz,4.36,0.0,4.36
8,14,xz,6.16,49.04,55.2
8,15,xz,5.35,0.0,5.35
8,16,xz,3.1,0.15,3.25
8,17,xz,0.0,0.0,0.0
8,18,xz,2.44,2.14,4.58
8,19,xz,0.05,0.0,0.05
8,20,xz,1.49,0.09,1.58
