batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
128,1,xz,0.0,0.0,0.0
128,2,xz,5.27,130.01,135.28
128,3,xz,5.18,0.0,5.18
128,4,xz,9.98,191.99,201.97
128,5,xz,5.13,0.0,5.13
128,6,xz,5.08,0.3,5.38
128,7,xz,4.05,47.35,51.4
128,8,xz,2.7,0.0,2.7
128,9,xz,4.92,151.33,156.25
128,10,xz,2.5,0.0,2.5
128,11,xz,2.04,0.17,2.21
128,12,xz,2.58,40.73,43.31
128,13,xz,1.28,0.0,1.28
128,14,xz,2.31,133.16,135.47
128,15,xz,1.32,0.0,1.32
128,16,xz,0.86,0.14,1.0
128,17,xz,0.0,0.0,0.0
128,18,xz,0.35,1.69,2.04
128,19,xz,0.03,0.0,0.03
128,20,xz,0.1,0.01,0.11
