batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
4,1,xz,0.0,0.0,0.0
4,2,xz,12.22,121.92,134.14
4,3,xz,15.0,0.0,15.0
4,4,xz,15.84,182.05,197.89
4,5,xz,17.09,0.0,17.09
4,6,xz,7.32,0.37,7.69
4,7,xz,7.18,28.61,35.79
4,8,xz,8.17,0.0,8.17
4,9,xz,11.24,57.42,68.66
4,10,xz,10.03,0.0,10.03
4,11,xz,6.06,0.16,6.22
4,12,xz,6.63,24.21,30.84
4,13,xz,4.68,0.0,4.68
4,14,xz,8.73,50.0,58.73
4,15,xz,6.21,0.0,6.21
4,16,xz,6.04,0.2,6.24
4,17,xz,0.0,0.0,0.0
4,18,xz,6.2,1.75,7.95
4,19,xz,0.06,0.0,0.06
4,20,xz,3.85,0.18,4.03
