batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
2,1,xz,0.0,0.0,0.0
2,2,xz,10.5,49.33,59.83
2,3,xz,15.42,0.0,15.42
2,4,xz,18.86,63.86,82.72
2,5,xz,18.57,0.0,18.57
2,6,xz,10.13,0.49,10.62
2,7,xz,9.81,29.12,38.93
2,8,xz,6.88,0.0,6.88
2,9,xz,12.05,58.3,70.35
2,10,xz,9.17,0.0,9.17
2,11,xz,9.17,0.52,9.69
2,12,xz,9.77,25.13,34.9
2,13,xz,4.13,0.0,4.13
2,14,xz,11.66,50.7,62.36
2,15,xz,4.97,0.0,4.97
2,16,xz,8.27,0.54,8.81
2,17,xz,0.0,0.0,0.0
2,18,xz,9.62,2.03,11.65
2,19,xz,0.06,0.0,0.06
2,20,xz,5.73,0.38,6.11
