batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
64,1,xz,0.0,0.0,0.0
64,2,xz,5.06,128.01,133.07
64,3,xz,5.18,0.0,5.18
64,4,xz,9.71,190.44,200.15
64,5,xz,5.15,0.0,5.15
64,6,xz,4.11,0.31,4.42
64,7,xz,5.14,47.63,52.77
64,8,xz,2.78,0.0,2.78
64,9,xz,4.61,151.61,156.22
64,10,xz,2.65,0.0,2.65
64,11,xz,1.73,0.16,1.89
64,12,xz,2.53,46.42,48.95
64,13,xz,1.74,0.0,1.74
64,14,xz,2.44,129.48,131.92
64,15,xz,1.83,0.0,1.83
64,16,xz,0.99,0.14,1.13
64,17,xz,0.0,0.0,0.0
64,18,xz,0.5,1.71,2.21
64,19,xz,0.03,0.0,0.03
64,20,xz,0.17,0.01,0.18
