batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
16,1,xz,0.0,0.0,0.0
16,2,xz,1.19,17.5,18.69
16,3,xz,3.45,0.0,3.45
16,4,xz,2.11,23.05,25.16
16,5,xz,3.94,0.0,3.94
16,6,xz,1.38,0.02,1.4
16,7,xz,0.96,2.29,3.25
16,8,xz,2.51,0.0,2.51
16,9,xz,1.21,4.63,5.84
16,10,xz,2.1,0.0,2.1
16,11,xz,0.8,0.01,0.81
16,12,xz,0.59,1.9,2.49
16,13,xz,1.12,0.0,1.12
16,14,xz,0.78,3.85,4.63
16,15,xz,0.84,0.0,0.84
16,16,xz,0.49,0.01,0.5
16,17,xz,0.0,0.0,0.0
16,18,xz,0.24,0.15,0.39
16,19,xz,0.02,0.0,0.02
16,20,xz,0.1,0.0,0.1
