batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
4,1,xz,0.0,0.0,0.0
4,2,xz,1.84,3.8,5.64
4,3,xz,4.03,0.0,4.03
4,4,xz,2.95,5.06,8.01
4,5,xz,4.11,0.0,4.11
4,6,xz,1.92,0.03,1.95
4,7,xz,1.25,2.46,3.71
4,8,xz,2.15,0.0,2.15
4,9,xz,1.82,4.84,6.66
4,10,xz,2.14,0.0,2.14
4,11,xz,1.02,0.03,1.05
4,12,xz,0.88,2.15,3.03
4,13,xz,1.21,0.0,1.21
4,14,xz,1.05,4.36,5.41
4,15,xz,0.84,0.0,0.84
4,16,xz,0.68,0.03,0.71
4,17,xz,0.0,0.0,0.0
4,18,xz,0.7,0.51,1.21
4,19,xz,0.02,0.0,0.02
4,20,xz,0.37,0.02,0.39
