batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
2,1,z,0.0,0.0,0.0
2,2,z,11.75,49.33,61.08
2,3,z,17.5,0.0,17.5
2,4,z,20.01,63.76,83.77
2,5,z,19.67,0.0,19.67
2,6,z,10.37,0.47,10.84
2,7,z,10.71,29.19,39.9
2,8,z,7.6,0.0,7.6
2,9,z,13.12,58.45,71.57
2,10,z,9.74,0.0,9.74
2,11,z,9.5,0.53,10.03
2,12,z,10.54,24.65,35.19
2,13,z,4.35,0.0,4.35
2,14,z,12.42,50.55,62.97
2,15,z,5.11,0.0,5.11
2,16,z,8.64,0.55,9.19
2,17,z,0.0,0.0,0.0
2,18,z,10.02,3.7,13.72
2,19,z,0.06,0.0,0.06
2,20,z,6.02,0.4,6.42
