batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
8,1,z,0.0,0.0,0.0
8,2,z,9.9,195.11,205.01
8,3,z,12.18,0.0,12.18
8,4,z,12.66,236.44,249.1
8,5,z,12.07,0.0,12.07
8,6,z,4.78,0.21,4.99
8,7,z,5.54,28.56,34.1
8,8,z,7.76,0.0,7.76
8,9,z,8.22,57.44,65.66
8,10,z,9.36,0.0,9.36
8,11,z,3.75,0.16,3.91
8,12,z,3.8,23.95,27.75
8,13,z,4.74,0.0,4.74
8,14,z,6.52,49.42,55.94
8,15,z,5.55,0.0,5.55
8,16,z,3.31,0.08,3.39
8,17,z,0.0,0.0,0.0
8,18,z,2.56,3.38,5.94
8,19,z,0.06,0.0,0.06
8,20,z,1.65,0.11,1.76
