batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
128,1,z,0.0,0.0,0.0
128,2,z,5.32,441.86,447.18
128,3,z,5.18,0.0,5.18
128,4,z,10.01,565.75,575.76
128,5,z,5.14,0.0,5.14
128,6,z,5.09,0.12,5.21
128,7,z,4.08,171.27,175.35
128,8,z,2.7,0.0,2.7
128,9,z,4.89,313.74,318.63
128,10,z,2.5,0.0,2.5
128,11,z,2.03,0.06,2.09
128,12,z,2.56,25.15,27.71
128,13,z,1.28,0.0,1.28
128,14,z,2.29,51.03,53.32
128,15,z,1.33,0.0,1.33
128,16,z,0.84,0.06,0.9
128,17,z,0.0,0.0,0.0
128,18,z,0.35,3.36,3.71
128,19,z,0.03,0.0,0.03
128,20,z,0.12,0.04,0.16
