batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
4,1,z,0.0,0.0,0.0
4,2,z,12.48,65.32,77.8
4,3,z,16.4,0.0,16.4
4,4,z,16.28,81.72,98.0
4,5,z,17.07,0.0,17.07
4,6,z,7.3,0.34,7.64
4,7,z,7.67,28.9,36.57
4,8,z,8.5,0.0,8.5
4,9,z,11.34,57.69,69.03
4,10,z,9.61,0.0,9.61
4,11,z,5.83,0.14,5.97
4,12,z,6.88,24.24,31.12
4,13,z,4.82,0.0,4.82
4,14,z,8.6,50.25,58.85
4,15,z,6.05,0.0,6.05
4,16,z,5.85,0.14,5.99
4,17,z,0.0,0.0,0.0
4,18,z,6.4,3.4,9.8
4,19,z,0.07,0.0,0.07
4,20,z,4.12,0.21,4.33
