batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
16,1,z,0.0,0.0,0.0
16,2,z,7.71,282.7,290.41
16,3,z,7.64,0.0,7.64
16,4,z,10.14,358.61,368.75
16,5,z,7.63,0.0,7.63
16,6,z,3.8,0.15,3.95
16,7,z,4.46,29.53,33.99
16,8,z,5.27,0.0,5.27
16,9,z,6.1,58.27,64.37
16,10,z,6.2,0.0,6.2
16,11,z,2.36,0.09,2.45
16,12,z,2.88,23.83,26.71
16,13,z,3.89,0.0,3.89
16,14,z,4.23,49.28,53.51
16,15,z,4.57,0.0,4.57
16,16,z,1.97,0.09,2.06
16,17,z,0.0,0.0,0.0
16,18,z,1.29,3.34,4.63
16,19,z,0.06,0.0,0.06
16,20,z,0.83,0.07,0.9
