batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
2,1,z,0.0,0.0,0.0
2,2,z,12.01,49.42,61.43
2,3,z,18.27,0.0,18.27
2,4,z,19.77,63.86,83.63
2,5,z,14.36,3.08,17.44
2,6,z,4.19,0.0,4.19
2,7,z,11.32,29.3,40.62
2,8,z,9.05,0.0,9.05
2,9,z,13.01,58.54,71.55
2,10,z,10.74,1.69,12.43
2,11,z,2.77,0.0,2.77
2,12,z,11.19,24.79,35.98
2,13,z,5.27,0.0,5.27
2,14,z,12.68,50.69,63.37
2,15,z,9.08,1.89,10.97
2,16,z,1.51,0.0,1.51
2,17,z,0.0,0.0,0.0
2,18,z,10.69,3.8,14.49
2,19,z,0.08,0.0,0.08
2,20,z,5.96,0.47,6.43
