batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
1,1,z,0.0,0.0,0.0
1,2,z,12.37,49.72,62.09
1,3,z,10.81,0.0,10.81
1,4,z,18.55,64.41,82.96
1,5,z,15.19,3.22,18.41
1,6,z,3.13,0.0,3.13
1,7,z,14.7,30.31,45.01
1,8,z,6.35,0.0,6.35
1,9,z,17.04,59.3,76.34
1,10,z,12.64,1.84,14.48
1,11,z,1.86,0.0,1.86
1,12,z,14.07,25.48,39.55
1,13,z,3.2,0.0,3.2
1,14,z,16.59,52.52,69.11
1,15,z,11.11,2.57,13.68
1,16,z,0.94,0.0,0.94
1,17,z,0.0,0.0,0.0
1,18,z,15.39,4.01,19.4
1,19,z,0.05,0.0,0.05
1,20,z,9.21,0.69,9.9
