batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
4,1,z,0.0,0.0,0.0
4,2,z,12.72,65.09,77.81
4,3,z,16.21,0.0,16.21
4,4,z,15.49,81.53,97.02
4,5,z,12.58,2.57,15.15
4,6,z,3.02,0.0,3.02
4,7,z,8.03,28.91,36.94
4,8,z,9.39,0.0,9.39
4,9,z,11.34,57.72,69.06
4,10,z,8.76,1.16,9.92
4,11,z,2.49,0.0,2.49
4,12,z,7.55,24.25,31.8
4,13,z,6.24,0.0,6.24
4,14,z,8.95,50.2,59.15
4,15,z,6.62,1.19,7.81
4,16,z,1.58,0.0,1.58
4,17,z,0.0,0.0,0.0
4,18,z,6.61,3.43,10.04
4,19,z,0.1,0.0,0.1
4,20,z,4.19,0.25,4.44
