batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
1,1,y,0.0,0.0,0.0
1,2,y,16.91,62.23,79.14
1,3,y,16.48,0.0,16.48
1,4,y,23.09,82.4,105.49
1,5,y,19.71,1.29,21.0
1,6,y,4.6,0.0,4.6
1,7,y,17.69,37.76,55.45
1,8,y,8.48,0.0,8.48
1,9,y,20.78,75.18,95.96
1,10,y,15.53,1.24,16.77
1,11,y,2.71,0.0,2.71
1,12,y,18.7,74.18,92.88
1,13,y,4.55,0.0,4.55
1,14,y,22.26,148.26,170.52
1,15,y,15.9,1.42,17.32
1,16,y,1.64,0.0,1.64
1,17,y,0.0,0.0,0.0
1,18,y,22.54,4.26,26.8
1,19,y,0.08,0.0,0.08
1,20,y,12.08,0.94,13.02
