batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
2,1,y,0.0,0.0,0.0
2,2,y,12.75,62.55,75.3
2,3,y,20.9,0.0,20.9
2,4,y,21.27,82.97,104.24
2,5,y,16.67,0.79,17.46
2,6,y,5.13,0.0,5.13
2,7,y,12.54,37.86,50.4
2,8,y,11.54,0.0,11.54
2,9,y,13.98,75.41,89.39
2,10,y,12.46,0.83,13.29
2,11,y,3.44,0.0,3.44
2,12,y,12.46,74.14,86.6
2,13,y,6.96,0.0,6.96
2,14,y,15.03,149.95,164.98
2,15,y,10.46,0.83,11.29
2,16,y,1.97,0.0,1.97
2,17,y,0.0,0.0,0.0
2,18,y,12.43,3.83,16.26
2,19,y,0.09,0.0,0.09
2,20,y,6.3,0.49,6.79
