batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
2,1,yz,0.0,0.0,0.0
2,2,yz,2.05,3.97,6.02
2,3,yz,4.06,0.0,4.06
2,4,yz,3.56,5.09,8.65
2,5,yz,4.12,0.0,4.12
2,6,yz,1.98,0.04,2.02
2,7,yz,1.65,2.77,4.42
2,8,yz,2.15,0.0,2.15
2,9,yz,1.89,4.94,6.83
2,10,yz,2.14,0.0,2.14
2,11,yz,1.33,0.03,1.36
2,12,yz,1.3,3.35,4.65
2,13,yz,1.12,0.0,1.12
2,14,yz,1.56,4.81,6.37
2,15,yz,0.83,0.0,0.83
2,16,yz,1.0,0.06,1.06
2,17,yz,0.0,0.0,0.0
2,18,yz,1.29,1.96,3.25
2,19,yz,0.02,0.0,0.02
2,20,yz,0.74,0.05,0.79
