batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
1,1,yz,0.0,0.0,0.0
1,2,yz,2.78,4.45,7.23
1,3,yz,3.4,0.0,3.4
1,4,yz,3.65,5.36,9.01
1,5,yz,3.71,0.0,3.71
1,6,yz,2.65,0.09,2.74
1,7,yz,2.41,3.75,6.16
1,8,yz,2.37,0.0,2.37
1,9,yz,2.72,5.43,8.15
1,10,yz,2.36,0.0,2.36
1,11,yz,2.01,0.07,2.08
1,12,yz,2.16,5.06,7.22
1,13,yz,1.11,0.0,1.11
1,14,yz,2.57,6.47,9.04
1,15,yz,0.91,0.0,0.91
1,16,yz,1.67,0.07,1.74
1,17,yz,0.0,0.0,0.0
1,18,yz,2.49,2.0,4.49
1,19,yz,0.02,0.0,0.02
1,20,yz,1.48,0.07,1.55
