batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
4,1,xyz,0.0,0.0,0.0
4,2,xyz,12.45,52.12,64.57
4,3,xyz,16.54,0.0,16.54
4,4,xyz,16.39,65.63,82.02
4,5,xyz,17.5,0.0,17.5
4,6,xyz,7.38,0.35,7.73
4,7,xyz,8.13,30.64,38.77
4,8,xyz,8.67,0.0,8.67
4,9,xyz,11.57,57.99,69.56
4,10,xyz,9.3,0.0,9.3
4,11,xyz,5.94,0.15,6.09
4,12,xyz,7.19,26.92,34.11
4,13,xyz,4.96,0.0,4.96
4,14,xyz,9.25,53.19,62.44
4,15,xyz,6.39,0.0,6.39
4,16,xyz,6.07,0.13,6.2
4,17,xyz,0.0,0.0,0.0
4,18,xyz,6.46,1.77,8.23
4,19,xyz,0.06,0.0,0.06
4,20,xyz,3.96,0.2,4.16
