batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
2,1,xyz,0.0,0.0,0.0
2,2,xyz,11.85,50.16,62.01
2,3,xyz,17.88,0.0,17.88
2,4,xyz,20.08,64.36,84.44
2,5,xyz,19.98,0.0,19.98
2,6,xyz,10.39,0.46,10.85
2,7,xyz,10.71,30.9,41.61
2,8,xyz,7.55,0.0,7.55
2,9,xyz,13.11,58.98,72.09
2,10,xyz,10.04,0.0,10.04
2,11,xyz,9.66,0.54,10.2
2,12,xyz,10.42,27.55,37.97
2,13,xyz,4.58,0.0,4.58
2,14,xyz,12.31,54.11,66.42
2,15,xyz,5.43,0.0,5.43
2,16,xyz,8.72,0.57,9.29
2,17,xyz,0.0,0.0,0.0
2,18,xyz,10.28,2.06,12.34
2,19,xyz,0.06,0.0,0.06
2,20,xyz,5.89,0.39,6.28
