batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
64,1,xyz,0.0,0.0,0.0
64,2,xyz,5.08,76.63,81.71
64,3,xyz,5.2,0.0,5.2
64,4,xyz,9.87,88.88,98.75
64,5,xyz,5.17,0.0,5.17
64,6,xyz,4.02,0.31,4.33
64,7,xyz,5.36,32.46,37.82
64,8,xyz,2.79,0.0,2.79
64,9,xyz,4.72,59.53,64.25
64,10,xyz,2.66,0.0,2.66
64,11,xyz,1.72,0.13,1.85
64,12,xyz,2.65,27.63,30.28
64,13,xyz,1.79,0.0,1.79
64,14,xyz,2.55,53.69,56.24
64,15,xyz,1.75,0.0,1.75
64,16,xyz,0.97,0.07,1.04
64,17,xyz,0.0,0.0,0.0
64,18,xyz,0.53,1.71,2.24
64,19,xyz,0.04,0.0,0.04
64,20,xyz,0.19,0.01,0.2
