batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
32,1,xyz,0.0,0.0,0.0
32,2,xyz,5.96,58.53,64.49
32,3,xyz,5.56,0.0,5.56
32,4,xyz,9.34,69.42,78.76
32,5,xyz,5.45,0.0,5.45
32,6,xyz,3.43,0.25,3.68
32,7,xyz,5.19,32.27,37.46
32,8,xyz,3.73,0.0,3.73
32,9,xyz,5.08,59.25,64.33
32,10,xyz,3.69,0.0,3.69
32,11,xyz,1.95,0.14,2.09
32,12,xyz,2.87,26.76,29.63
32,13,xyz,2.88,0.0,2.88
32,14,xyz,3.21,52.85,56.06
32,15,xyz,2.98,0.0,2.98
32,16,xyz,1.22,0.06,1.28
32,17,xyz,0.0,0.0,0.0
32,18,xyz,0.75,1.76,2.51
32,19,xyz,0.05,0.0,0.05
32,20,xyz,0.4,0.02,0.42
