batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
8,1,xyz,0.0,0.0,0.0
8,2,xyz,9.4,53.2,62.6
8,3,xyz,11.15,0.0,11.15
8,4,xyz,12.23,66.29,78.52
8,5,xyz,11.72,0.0,11.72
8,6,xyz,4.75,0.32,5.07
8,7,xyz,5.77,30.68,36.45
8,8,xyz,7.03,0.0,7.03
8,9,xyz,8.09,57.89,65.98
8,10,xyz,8.91,0.0,8.91
8,11,xyz,3.76,0.17,3.93
8,12,xyz,3.99,26.9,30.89
8,13,xyz,4.63,0.0,4.63
8,14,xyz,6.3,53.13,59.43
8,15,xyz,5.18,0.0,5.18
8,16,xyz,3.09,0.08,3.17
8,17,xyz,0.0,0.0,0.0
8,18,xyz,2.34,2.14,4.48
8,19,xyz,0.05,0.0,0.05
8,20,xyz,1.41,0.09,1.5
