batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
1,1,xyz,0.0,0.0,0.0
1,2,xyz,14.37,50.85,65.22
1,3,xyz,9.96,0.0,9.96
1,4,xyz,19.37,65.35,84.72
1,5,xyz,12.58,0.0,12.58
1,6,xyz,14.9,0.79,15.69
1,7,xyz,14.69,31.95,46.64
1,8,xyz,5.83,0.0,5.83
1,9,xyz,16.8,59.62,76.42
1,10,xyz,6.62,0.0,6.62
1,11,xyz,13.23,0.81,14.04
1,12,xyz,14.22,28.94,43.16
1,13,xyz,3.17,0.0,3.17
1,14,xyz,16.92,56.12,73.04
1,15,xyz,3.39,0.0,3.39
1,16,xyz,11.72,0.82,12.54
1,17,xyz,0.0,0.0,0.0
1,18,xyz,15.36,3.97,19.33
1,19,xyz,0.05,0.0,0.05
1,20,xyz,9.98,0.64,10.62
