batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
32,1,cpu,0.0,0.0,0.0
32,2,cpu,21.06,0.0,21.06
32,3,cpu,5.48,0.0,5.48
32,4,cpu,116.92,0.0,116.92
32,5,cpu,5.48,0.0,5.48
32,6,cpu,0.05,0.0,0.05
32,7,cpu,61.67,0.0,61.67
32,8,cpu,2.42,0.0,2.42
32,9,cpu,118.49,0.0,118.49
32,10,cpu,2.74,0.0,2.74
32,11,cpu,0.04,0.0,0.04
32,12,cpu,47.91,0.0,47.91
32,13,cpu,1.37,0.0,1.37
32,14,cpu,85.61,0.0,85.61
32,15,cpu,1.37,0.0,1.37
32,16,cpu,0.02,0.0,0.02
32,17,cpu,0.0,0.0,0.0
32,18,cpu,4.7,0.0,4.7
32,19,cpu,0.02,0.0,0.02
32,20,cpu,0.0,0.0,0.0
