batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
64,1,cpu,0.0,0.0,0.0
64,2,cpu,20.75,0.0,20.75
64,3,cpu,5.51,0.0,5.51
64,4,cpu,117.39,0.0,117.39
64,5,cpu,5.51,0.0,5.51
64,6,cpu,0.05,0.0,0.05
64,7,cpu,61.47,0.0,61.47
64,8,cpu,2.42,0.0,2.42
64,9,cpu,118.94,0.0,118.94
64,10,cpu,2.75,0.0,2.75
64,11,cpu,0.04,0.0,0.04
64,12,cpu,48.23,0.0,48.23
64,13,cpu,1.38,0.0,1.38
64,14,cpu,84.94,0.0,84.94
64,15,cpu,1.37,0.0,1.37
64,16,cpu,0.02,0.0,0.02
64,17,cpu,0.0,0.0,0.0
64,18,cpu,4.71,0.0,4.71
64,19,cpu,0.02,0.0,0.02
64,20,cpu,0.0,0.0,0.0
