batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
1,1,cpu,0.0,0.0,0.0
1,2,cpu,20.86,0.0,20.86
1,3,cpu,5.72,0.0,5.72
1,4,cpu,111.82,0.0,111.82
1,5,cpu,5.62,0.0,5.62
1,6,cpu,0.03,0.0,0.03
1,7,cpu,59.61,0.0,59.61
1,8,cpu,2.73,0.0,2.73
1,9,cpu,117.91,0.0,117.91
1,10,cpu,2.81,0.0,2.81
1,11,cpu,0.02,0.0,0.02
1,12,cpu,49.31,0.0,49.31
1,13,cpu,1.41,0.0,1.41
1,14,cpu,85.35,0.0,85.35
1,15,cpu,1.42,0.0,1.42
1,16,cpu,0.01,0.0,0.01
1,17,cpu,0.0,0.0,0.0
1,18,cpu,4.81,0.0,4.81
1,19,cpu,0.02,0.0,0.02
1,20,cpu,0.01,0.0,0.01
