batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
128,1,cpu,0.0,0.0,0.0
128,2,cpu,21.04,0.0,21.04
128,3,cpu,5.53,0.0,5.53
128,4,cpu,118.01,0.0,118.01
128,5,cpu,5.52,0.0,5.52
128,6,cpu,0.05,0.0,0.05
128,7,cpu,62.23,0.0,62.23
128,8,cpu,2.64,0.0,2.64
128,9,cpu,119.57,0.0,119.57
128,10,cpu,2.75,0.0,2.75
128,11,cpu,0.03,0.0,0.03
128,12,cpu,48.81,0.0,48.81
128,13,cpu,1.38,0.0,1.38
128,14,cpu,87.19,0.0,87.19
128,15,cpu,1.38,0.0,1.38
128,16,cpu,0.03,0.0,0.03
128,17,cpu,0.0,0.0,0.0
128,18,cpu,4.73,0.0,4.73
128,19,cpu,0.02,0.0,0.02
128,20,cpu,0.0,0.0,0.0
