batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
2,1,cpu,0.0,0.0,0.0
2,2,cpu,20.78,0.0,20.78
2,3,cpu,5.77,0.0,5.77
2,4,cpu,123.67,0.0,123.67
2,5,cpu,5.77,0.0,5.77
2,6,cpu,0.04,0.0,0.04
2,7,cpu,61.64,0.0,61.64
2,8,cpu,2.74,0.0,2.74
2,9,cpu,117.46,0.0,117.46
2,10,cpu,2.87,0.0,2.87
2,11,cpu,0.02,0.0,0.02
2,12,cpu,47.9,0.0,47.9
2,13,cpu,1.41,0.0,1.41
2,14,cpu,85.54,0.0,85.54
2,15,cpu,1.41,0.0,1.41
2,16,cpu,0.01,0.0,0.01
2,17,cpu,0.0,0.0,0.0
2,18,cpu,4.84,0.0,4.84
2,19,cpu,0.03,0.0,0.03
2,20,cpu,0.01,0.0,0.01
