batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
4,1,cpu,0.0,0.0,0.0
4,2,cpu,20.52,0.0,20.52
4,3,cpu,5.54,0.0,5.54
4,4,cpu,124.04,0.0,124.04
4,5,cpu,5.54,0.0,5.54
4,6,cpu,0.07,0.0,0.07
4,7,cpu,61.71,0.0,61.71
4,8,cpu,2.67,0.0,2.67
4,9,cpu,118.09,0.0,118.09
4,10,cpu,2.86,0.0,2.86
4,11,cpu,0.02,0.0,0.02
4,12,cpu,48.32,0.0,48.32
4,13,cpu,1.4,0.0,1.4
4,14,cpu,83.87,0.0,83.87
4,15,cpu,1.42,0.0,1.42
4,16,cpu,0.01,0.0,0.01
4,17,cpu,0.0,0.0,0.0
4,18,cpu,4.81,0.0,4.81
4,19,cpu,0.03,0.0,0.03
4,20,cpu,0.01,0.0,0.01
