batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
4,1,xyz,0.0,0.0,0.0
4,2,xyz,1.85,3.72,5.57
4,3,xyz,4.03,0.0,4.03
4,4,xyz,2.96,4.96,7.92
4,5,xyz,4.1,0.0,4.1
4,6,xyz,1.92,0.03,1.95
4,7,xyz,1.25,2.59,3.84
4,8,xyz,2.14,0.0,2.14
4,9,xyz,1.82,4.78,6.6
4,10,xyz,2.13,0.0,2.13
4,11,xyz,1.02,0.02,1.04
4,12,xyz,0.87,2.64,3.51
4,13,xyz,1.21,0.0,1.21
4,14,xyz,1.05,4.67,5.72
4,15,xyz,0.84,0.0,0.84
4,16,xyz,0.68,0.03,0.71
4,17,xyz,0.0,0.0,0.0
4,18,xyz,0.7,0.5,1.2
4,19,xyz,0.02,0.0,0.02
4,20,xyz,0.38,0.02,0.4
