batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
1,1,xyz,0.0,0.0,0.0
1,2,xyz,2.78,4.47,7.25
1,3,xyz,3.42,0.0,3.42
1,4,xyz,3.65,5.39,9.04
1,5,xyz,3.74,0.0,3.74
1,6,xyz,2.65,0.08,2.73
1,7,xyz,2.42,3.77,6.19
1,8,xyz,2.38,0.0,2.38
1,9,xyz,2.72,5.45,8.17
1,10,xyz,2.37,0.0,2.37
1,11,xyz,2.01,0.11,2.12
1,12,xyz,2.17,5.09,7.26
1,13,xyz,1.12,0.0,1.12
1,14,xyz,2.57,6.52,9.09
1,15,xyz,0.91,0.0,0.91
1,16,xyz,1.67,0.06,1.73
1,17,xyz,0.0,0.0,0.0
1,18,xyz,2.5,2.01,4.51
1,19,xyz,0.02,0.0,0.02
1,20,xyz,1.48,0.07,1.55
