batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
64,1,xyz,0.0,0.0,0.0
64,2,xyz,0.99,31.21,32.2
64,3,xyz,3.44,0.0,3.44
64,4,xyz,1.91,38.53,40.44
64,5,xyz,4.18,0.0,4.18
64,6,xyz,1.23,0.03,1.26
64,7,xyz,0.75,3.1,3.85
64,8,xyz,2.37,0.0,2.37
64,9,xyz,0.99,5.06,6.05
64,10,xyz,2.3,0.0,2.3
64,11,xyz,0.64,0.01,0.65
64,12,xyz,0.41,2.2,2.61
64,13,xyz,1.12,0.0,1.12
64,14,xyz,0.54,4.32,4.86
64,15,xyz,0.84,0.0,0.84
64,16,xyz,0.35,0.0,0.35
64,17,xyz,0.0,0.0,0.0
64,18,xyz,0.13,0.2,0.33
64,19,xyz,0.02,0.0,0.02
64,20,xyz,0.03,0.0,0.03
