batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
4,1,xyz,0.0,0.0,0.0
4,2,xyz,1.8,3.72,5.52
4,3,xyz,4.06,0.0,4.06
4,4,xyz,2.96,4.97,7.93
4,5,xyz,4.15,0.0,4.15
4,6,xyz,1.93,0.03,1.96
4,7,xyz,1.26,2.59,3.85
4,8,xyz,2.16,0.0,2.16
4,9,xyz,1.82,4.79,6.61
4,10,xyz,2.15,0.0,2.15
4,11,xyz,1.04,0.02,1.06
4,12,xyz,0.88,2.64,3.52
4,13,xyz,1.22,0.0,1.22
4,14,xyz,1.06,4.68,5.74
4,15,xyz,0.85,0.0,0.85
4,16,xyz,0.69,0.02,0.71
4,17,xyz,0.0,0.0,0.0
4,18,xyz,0.72,0.49,1.21
4,19,xyz,0.02,0.0,0.02
4,20,xyz,0.38,0.02,0.4
