batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
16,1,xyz,0.0,0.0,0.0
16,2,xyz,1.13,13.57,14.7
16,3,xyz,3.43,0.0,3.43
16,4,xyz,2.11,17.58,19.69
16,5,xyz,3.92,0.0,3.92
16,6,xyz,1.38,0.01,1.39
16,7,xyz,0.96,2.39,3.35
16,8,xyz,2.5,0.0,2.5
16,9,xyz,1.2,4.64,5.84
16,10,xyz,2.09,0.0,2.09
16,11,xyz,0.8,0.01,0.81
16,12,xyz,0.58,2.24,2.82
16,13,xyz,1.12,0.0,1.12
16,14,xyz,0.78,4.36,5.14
16,15,xyz,0.84,0.0,0.84
16,16,xyz,0.49,0.01,0.5
16,17,xyz,0.0,0.0,0.0
16,18,xyz,0.24,0.15,0.39
16,19,xyz,0.02,0.0,0.02
16,20,xyz,0.1,0.0,0.1
