batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
1,1,xy,0.0,0.0,0.0
1,2,xy,2.72,7.03,9.75
1,3,xy,3.4,0.0,3.4
1,4,xy,3.66,9.76,13.42
1,5,xy,3.72,0.0,3.72
1,6,xy,2.67,0.12,2.79
1,7,xy,2.43,15.65,18.08
1,8,xy,2.37,0.0,2.37
1,9,xy,2.74,31.18,33.92
1,10,xy,2.37,0.0,2.37
1,11,xy,2.02,0.08,2.1
1,12,xy,2.18,57.04,59.22
1,13,xy,1.11,0.0,1.11
1,14,xy,2.59,113.74,116.33
1,15,xy,0.91,0.0,0.91
1,16,xy,1.68,0.13,1.81
1,17,xy,0.0,0.0,0.0
1,18,xy,2.51,2.0,4.51
1,19,xy,0.02,0.0,0.02
1,20,xy,1.49,0.07,1.56
