batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
8,1,yz,0.0,0.0,0.0
8,2,yz,1.43,4.55,5.98
8,3,yz,3.99,0.0,3.99
8,4,yz,2.39,5.84,8.23
8,5,yz,1.63,0.02,1.65
8,6,yz,0.38,0.0,0.38
8,7,yz,1.13,2.48,3.61
8,8,yz,0.84,0.0,0.84
8,9,yz,1.53,4.75,6.28
8,10,yz,0.97,0.01,0.98
8,11,yz,0.19,0.0,0.19
8,12,yz,0.65,2.33,2.98
8,13,yz,0.59,0.0,0.59
8,14,yz,1.01,4.45,5.46
8,15,yz,0.52,0.02,0.54
8,16,yz,0.1,0.0,0.1
8,17,yz,0.0,0.0,0.0
8,18,yz,0.4,1.94,2.34
8,19,yz,0.01,0.0,0.01
8,20,yz,0.19,0.03,0.22
