batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
256,1,yz,0.0,0.0,0.0
256,2,yz,1.09,47.05,48.14
256,3,yz,4.06,0.0,4.06
256,4,yz,1.86,57.11,58.97
256,5,yz,1.33,0.02,1.35
256,6,yz,0.4,0.0,0.4
256,7,yz,0.69,13.34,14.03
256,8,yz,0.87,0.0,0.87
256,9,yz,0.94,24.2,25.14
256,10,yz,0.67,0.01,0.68
256,11,yz,0.2,0.0,0.2
256,12,yz,0.36,3.11,3.47
256,13,yz,0.83,0.0,0.83
256,14,yz,0.48,5.02,5.5
256,15,yz,0.34,0.01,0.35
256,16,yz,0.1,0.0,0.1
256,17,yz,0.0,0.0,0.0
256,18,yz,0.08,1.98,2.06
256,19,yz,0.01,0.0,0.01
256,20,yz,0.01,0.02,0.03
