batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
64,1,cpu,0.0,0.0,0.0
64,2,cpu,2.53,0.0,2.53
64,3,cpu,3.54,0.0,3.54
64,4,cpu,20.33,0.0,20.33
64,5,cpu,3.7,0.0,3.7
64,6,cpu,0.02,0.0,0.02
64,7,cpu,9.56,0.0,9.56
64,8,cpu,2.17,0.0,2.17
64,9,cpu,18.9,0.0,18.9
64,10,cpu,2.29,0.0,2.29
64,11,cpu,0.0,0.0,0.0
64,12,cpu,8.62,0.0,8.62
64,13,cpu,1.23,0.0,1.23
64,14,cpu,17.96,0.0,17.96
64,15,cpu,0.88,0.0,0.88
64,16,cpu,0.0,0.0,0.0
64,17,cpu,0.0,0.0,0.0
64,18,cpu,0.84,0.0,0.84
64,19,cpu,0.02,0.0,0.02
64,20,cpu,0.0,0.0,0.0
