batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
32,1,cpu,0.0,0.0,0.0
32,2,cpu,2.51,0.0,2.51
32,3,cpu,3.53,0.0,3.53
32,4,cpu,20.29,0.0,20.29
32,5,cpu,3.68,0.0,3.68
32,6,cpu,0.01,0.0,0.01
32,7,cpu,9.5,0.0,9.5
32,8,cpu,2.16,0.0,2.16
32,9,cpu,18.8,0.0,18.8
32,10,cpu,2.29,0.0,2.29
32,11,cpu,0.0,0.0,0.0
32,12,cpu,8.59,0.0,8.59
32,13,cpu,1.28,0.0,1.28
32,14,cpu,17.91,0.0,17.91
32,15,cpu,0.89,0.0,0.89
32,16,cpu,0.0,0.0,0.0
32,17,cpu,0.0,0.0,0.0
32,18,cpu,0.85,0.0,0.85
32,19,cpu,0.02,0.0,0.02
32,20,cpu,0.0,0.0,0.0
