            date_time       impl  bch_sz  accuracy  total_time [s]  cpu_time [s]  cpu_lat [ms]  gpu_time [s]  gpu_lat [ms]                                             layers  size [Bytes]
0   14-10-22_15-32-10        cpu       1     77.24            2.72          2.72        0.2718          0.00        0.0000  [[1, 1, cpu, 0.0, 0.0, 0.0], [1, 2, cpu, 0.31,...        935016
1   14-10-22_15-32-10        cpu       2     77.24            2.55          2.55        0.2553          0.00        0.0000  [[2, 1, cpu, 0.0, 0.0, 0.0], [2, 2, cpu, 0.31,...        935016
2   14-10-22_15-32-10        cpu       4     77.24            2.71          2.71        0.2714          0.00        0.0000  [[4, 1, cpu, 0.0, 0.0, 0.0], [4, 2, cpu, 0.34,...        935016
3   14-10-22_15-32-10        cpu       8     77.24            3.16          3.16        0.3155          0.00        0.0000  [[8, 1, cpu, 0.0, 0.0, 0.0], [8, 2, cpu, 0.31,...        935016
4   14-10-22_15-32-10        cpu      16     77.24            3.17          3.17        0.3170          0.00        0.0000  [[16, 1, cpu, 0.0, 0.0, 0.0], [16, 2, cpu, 0.3...        935016
5   14-10-22_15-32-10        cpu      32     77.24            2.57          2.57        0.2567          0.00        0.0000  [[32, 1, cpu, 0.0, 0.0, 0.0], [32, 2, cpu, 0.3...        935016
6   14-10-22_15-32-10        cpu      64     77.24            2.63          2.63        0.2626          0.00        0.0000  [[64, 1, cpu, 0.0, 0.0, 0.0], [64, 2, cpu, 0.3...        935016
7   14-10-22_15-32-10        cpu     128     77.24            2.79          2.79        0.2787          0.00        0.0000  [[128, 1, cpu, 0.0, 0.0, 0.0], [128, 2, cpu, 0...        935016
8   14-10-22_15-32-10        cpu     256     77.24            2.78          2.78        0.2783          0.00        0.0000  [[256, 1, cpu, 0.0, 0.0, 0.0], [256, 2, cpu, 0...        935016
9   14-10-22_15-32-10          x       1     77.24           23.70         11.28        1.1284         12.42        1.2425  [[1, 1, x, 0.0, 0.0, 0.0], [1, 2, x, 2.05, 8.2...        941032
10  14-10-22_15-32-10          x       2     77.24           13.37          7.06        0.7061          6.31        0.6315  [[2, 1, x, 0.0, 0.0, 0.0], [2, 2, x, 1.3, 4.19...        941032
11  14-10-22_15-32-10          x       4     77.24            8.02          4.85        0.4851          3.17        0.3169  [[4, 1, x, 0.0, 0.0, 0.0], [4, 2, x, 0.93, 2.1...        941032
12  14-10-22_15-32-10          x       8     77.24            5.31          3.72        0.3722          1.59        0.1587  [[8, 1, x, 0.0, 0.0, 0.0], [8, 2, x, 0.66, 1.0...        941032
13  14-10-22_15-32-10          x      16     77.24            5.49          3.35        0.3352          2.14        0.2136  [[16, 1, x, 0.0, 0.0, 0.0], [16, 2, x, 0.65, 1...        941032
14  14-10-22_15-32-10          x      32     77.24            8.25          3.00        0.2997          5.25        0.5255  [[32, 1, x, 0.0, 0.0, 0.0], [32, 2, x, 0.55, 4...        945128
15  14-10-22_15-32-10          x      64     77.24            9.02          2.87        0.2867          6.15        0.6145  [[64, 1, x, 0.0, 0.0, 0.0], [64, 2, x, 0.49, 5...        941032
16  14-10-22_15-32-10          x     128     77.24           11.39          2.70        0.2701          8.69        0.8686  [[128, 1, x, 0.0, 0.0, 0.0], [128, 2, x, 0.47,...        941032
17  14-10-22_15-32-10          x     256     77.24           11.45          2.70        0.2697          8.75        0.8746  [[256, 1, x, 0.0, 0.0, 0.0], [256, 2, x, 0.47,...        941032
18  14-10-22_15-32-10          y       1     77.24           14.95         11.41        1.1405          3.54        0.3537  [[1, 1, y, 0.0, 0.0, 0.0], [1, 2, y, 2.05, 1.2...        941032
19  14-10-22_15-32-10          y       2     77.24           10.47          7.06        0.7057          3.41        0.3415  [[2, 1, y, 0.0, 0.0, 0.0], [2, 2, y, 1.31, 1.1...        945128
20  14-10-22_15-32-10          y       4     77.24            8.15          4.85        0.4846          3.30        0.3300  [[4, 1, y, 0.0, 0.0, 0.0], [4, 2, y, 0.93, 1.1...        945128
21  14-10-22_15-32-10          y       8     77.24            7.04          3.76        0.3758          3.28        0.3280  [[8, 1, y, 0.0, 0.0, 0.0], [8, 2, y, 0.68, 1.1...        949224
22  14-10-22_15-32-10          y      16     77.24            6.80          3.38        0.3383          3.42        0.3415  [[16, 1, y, 0.0, 0.0, 0.0], [16, 2, y, 0.67, 1...        949224
23  14-10-22_15-32-10          y      32     77.24            6.43          3.01        0.3015          3.42        0.3415  [[32, 1, y, 0.0, 0.0, 0.0], [32, 2, y, 0.56, 1...        953320
24  14-10-22_15-32-10          y      64     77.24            6.43          2.91        0.2911          3.52        0.3521  [[64, 1, y, 0.0, 0.0, 0.0], [64, 2, y, 0.52, 1...        953320
25  14-10-22_15-32-10          y     128     77.24            6.27          2.73        0.2728          3.54        0.3541  [[128, 1, y, 0.0, 0.0, 0.0], [128, 2, y, 0.49,...        953320
26  14-10-22_15-32-10          y     256     77.24            6.35          2.72        0.2716          3.63        0.3635  [[256, 1, y, 0.0, 0.0, 0.0], [256, 2, y, 0.49,...        953320
27  14-10-22_15-32-10          z       1     23.75           13.79         11.20        1.1197          2.59        0.2589  [[1, 1, z, 0.0, 0.0, 0.0], [1, 2, z, 2.01, 1.0...        932840
28  14-10-22_15-32-10          z       2     23.72            8.98          7.02        0.7022          1.96        0.1956  [[2, 1, z, 0.0, 0.0, 0.0], [2, 2, z, 1.29, 0.7...        936936
29  14-10-22_15-32-10          z       4     23.69            6.36          4.81        0.4806          1.55        0.1547  [[4, 1, z, 0.0, 0.0, 0.0], [4, 2, z, 0.92, 0.6...        936936
30  14-10-22_15-32-10          z       8     23.68            5.10          3.70        0.3702          1.40        0.1399  [[8, 1, z, 0.0, 0.0, 0.0], [8, 2, z, 0.66, 0.6...        945128
31  14-10-22_15-32-10          z      16     23.70            4.85          3.34        0.3340          1.51        0.1509  [[16, 1, z, 0.0, 0.0, 0.0], [16, 2, z, 0.65, 0...        945128
32  14-10-22_15-32-10          z      32     23.70            5.80          2.95        0.2950          2.85        0.2855  [[32, 1, z, 0.0, 0.0, 0.0], [32, 2, z, 0.56, 2...        949224
33  14-10-22_15-32-10          z      64     23.70            7.63          2.83        0.2830          4.80        0.4805  [[64, 1, z, 0.0, 0.0, 0.0], [64, 2, z, 0.5, 4....        945128
34  14-10-22_15-32-10          z     128     23.70            8.41          2.67        0.2673          5.74        0.5737  [[128, 1, z, 0.0, 0.0, 0.0], [128, 2, z, 0.48,...        949224
35  14-10-22_15-32-10          z     256     23.70            9.79          2.68        0.2677          7.11        0.7109  [[256, 1, z, 0.0, 0.0, 0.0], [256, 2, z, 0.49,...        953320
36  14-10-22_15-32-10         xy       1     77.24           14.80         11.23        1.1233          3.57        0.3571  [[1, 1, xy, 0.0, 0.0, 0.0], [1, 2, xy, 2.01, 1...        941032
37  14-10-22_15-32-10         xy       2     77.24            8.95          7.02        0.7018          1.93        0.1928  [[2, 1, xy, 0.0, 0.0, 0.0], [2, 2, xy, 1.29, 0...        941032
38  14-10-22_15-32-10         xy       4     77.24            6.21          4.89        0.4886          1.32        0.1322  [[4, 1, xy, 0.0, 0.0, 0.0], [4, 2, xy, 0.94, 0...        941032
39  14-10-22_15-32-10         xy       8     77.24            4.93          3.73        0.3730          1.20        0.1199  [[8, 1, xy, 0.0, 0.0, 0.0], [8, 2, xy, 0.66, 0...        941032
40  14-10-22_15-32-10         xy      16     77.24            5.64          3.37        0.3374          2.27        0.2265  [[16, 1, xy, 0.0, 0.0, 0.0], [16, 2, xy, 0.65,...        941032
41  14-10-22_15-32-10         xy      32     77.24            7.32          2.99        0.2987          4.33        0.4328  [[32, 1, xy, 0.0, 0.0, 0.0], [32, 2, xy, 0.54,...        941032
42  14-10-22_15-32-10         xy      64     77.24            8.50          2.88        0.2881          5.62        0.5617  [[64, 1, xy, 0.0, 0.0, 0.0], [64, 2, xy, 0.49,...        941032
43  14-10-22_15-32-10         xy     128     77.24            9.52          2.70        0.2699          6.82        0.6824  [[128, 1, xy, 0.0, 0.0, 0.0], [128, 2, xy, 0.4...        941032
44  14-10-22_15-32-10         xy     256     77.24           11.26          2.71        0.2706          8.55        0.8548  [[256, 1, xy, 0.0, 0.0, 0.0], [256, 2, xy, 0.4...        941032
45  14-10-22_15-32-10         xz       1     77.24           13.23         11.26        1.1256          1.97        0.1965  [[1, 1, xz, 0.0, 0.0, 0.0], [1, 2, xz, 2.02, 1...        932840
46  14-10-22_15-32-10         xz       2     77.24            8.56          7.09        0.7087          1.47        0.1473  [[2, 1, xz, 0.0, 0.0, 0.0], [2, 2, xz, 1.29, 0...        936936
47  14-10-22_15-32-10         xz       4     77.24            5.95          4.85        0.4846          1.10        0.1101  [[4, 1, xz, 0.0, 0.0, 0.0], [4, 2, xz, 0.91, 0...        936936
48  14-10-22_15-32-10         xz       8     77.24            4.67          3.75        0.3749          0.92        0.0924  [[8, 1, xz, 0.0, 0.0, 0.0], [8, 2, xz, 0.65, 0...        936936
49  14-10-22_15-32-10         xz      16     77.24            4.32          3.35        0.3347          0.97        0.0973  [[16, 1, xz, 0.0, 0.0, 0.0], [16, 2, xz, 0.64,...        936936
50  14-10-22_15-32-10         xz      32     77.24            8.61          2.97        0.2967          5.64        0.5638  [[32, 1, xz, 0.0, 0.0, 0.0], [32, 2, xz, 0.53,...        936936
51  14-10-22_15-32-10         xz      64     77.24            9.91          2.88        0.2877          7.03        0.7033  [[64, 1, xz, 0.0, 0.0, 0.0], [64, 2, xz, 0.48,...        936936
52  14-10-22_15-32-10         xz     128     77.24           11.37          2.77        0.2774          8.60        0.8602  [[128, 1, xz, 0.0, 0.0, 0.0], [128, 2, xz, 0.4...        936936
53  14-10-22_15-32-10         xz     256     77.24           11.73          2.67        0.2672          9.06        0.9065  [[256, 1, xz, 0.0, 0.0, 0.0], [256, 2, xz, 0.4...        936936
54  14-10-22_15-32-10         yz       1     77.24           13.40         11.23        1.1233          2.17        0.2167  [[1, 1, yz, 0.0, 0.0, 0.0], [1, 2, yz, 2.01, 1...        932840
55  14-10-22_15-32-10         yz       2     77.24            8.60          7.04        0.7035          1.56        0.1561  [[2, 1, yz, 0.0, 0.0, 0.0], [2, 2, yz, 1.28, 0...        936936
56  14-10-22_15-32-10         yz       4     77.24            6.25          4.95        0.4949          1.30        0.1298  [[4, 1, yz, 0.0, 0.0, 0.0], [4, 2, yz, 0.93, 0...        936936
57  14-10-22_15-32-10         yz       8     77.24            4.94          3.72        0.3719          1.22        0.1216  [[8, 1, yz, 0.0, 0.0, 0.0], [8, 2, yz, 0.66, 0...        945128
58  14-10-22_15-32-10         yz      16     77.24            5.08          3.34        0.3339          1.74        0.1744  [[16, 1, yz, 0.0, 0.0, 0.0], [16, 2, yz, 0.64,...        945128
59  14-10-22_15-32-10         yz      32     77.24            6.42          3.06        0.3056          3.36        0.3358  [[32, 1, yz, 0.0, 0.0, 0.0], [32, 2, yz, 0.56,...        949224
60  14-10-22_15-32-10         yz      64     77.24            7.49          2.88        0.2882          4.61        0.4611  [[64, 1, yz, 0.0, 0.0, 0.0], [64, 2, yz, 0.5, ...        945128
61  14-10-22_15-32-10         yz     128     77.24            8.37          2.71        0.2715          5.66        0.5662  [[128, 1, yz, 0.0, 0.0, 0.0], [128, 2, yz, 0.4...        949224
62  14-10-22_15-32-10         yz     256     77.24            9.36          2.73        0.2726          6.63        0.6627  [[256, 1, yz, 0.0, 0.0, 0.0], [256, 2, yz, 0.5...        953320
63  14-10-22_15-32-10        xyz       1     77.24           13.34         11.19        1.1190          2.15        0.2147  [[1, 1, xyz, 0.0, 0.0, 0.0], [1, 2, xyz, 1.97,...        932840
64  14-10-22_15-32-10        xyz       2     77.24            8.59          7.09        0.7089          1.50        0.1501  [[2, 1, xyz, 0.0, 0.0, 0.0], [2, 2, xyz, 1.29,...        936936
65  14-10-22_15-32-10        xyz       4     77.24            5.93          4.83        0.4827          1.10        0.1103  [[4, 1, xyz, 0.0, 0.0, 0.0], [4, 2, xyz, 0.91,...        936936
66  14-10-22_15-32-10        xyz       8     77.24            4.66          3.72        0.3724          0.94        0.0937  [[8, 1, xyz, 0.0, 0.0, 0.0], [8, 2, xyz, 0.65,...        936936
67  14-10-22_15-32-10        xyz      16     77.24            4.33          3.38        0.3382          0.95        0.0947  [[16, 1, xyz, 0.0, 0.0, 0.0], [16, 2, xyz, 0.6...        936936
68  14-10-22_15-32-10        xyz      32     77.24            7.15          2.97        0.2971          4.18        0.4176  [[32, 1, xyz, 0.0, 0.0, 0.0], [32, 2, xyz, 0.5...        936936
69  14-10-22_15-32-10        xyz      64     77.24            8.02          2.87        0.2870          5.15        0.5154  [[64, 1, xyz, 0.0, 0.0, 0.0], [64, 2, xyz, 0.4...        936936
70  14-10-22_15-32-10        xyz     128     77.24            8.88          2.69        0.2693          6.19        0.6191  [[128, 1, xyz, 0.0, 0.0, 0.0], [128, 2, xyz, 0...        936936
71  14-10-22_15-32-10        xyz     256     77.24           10.10          2.68        0.2676          7.42        0.7422  [[256, 1, xyz, 0.0, 0.0, 0.0], [256, 2, xyz, 0...        936936
72  14-10-22_15-32-10  automatic      16     77.24            2.23          2.00        0.2001          0.23        0.0226  [[16, 1, automatic, 0.0, 0.0, 0.0], [16, 2, au...        939552

Total runtime of every implementation (excl. auto): 561.070s

Total runtime of every implementation (incl. auto): 563.300s


Total runtime including script: 844.533s
