batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
1,1,x,0.0,0.0,0.0
1,2,x,2.73,65.67,68.4
1,3,x,3.39,0.0,3.39
1,4,x,3.67,87.91,91.58
1,5,x,3.72,0.0,3.72
1,6,x,2.67,0.13,2.8
1,7,x,2.43,40.01,42.44
1,8,x,2.37,0.0,2.37
1,9,x,2.74,83.33,86.07
1,10,x,2.36,0.0,2.36
1,11,x,2.02,0.11,2.13
1,12,x,2.17,71.56,73.73
1,13,x,1.11,0.0,1.11
1,14,x,2.59,143.86,146.45
1,15,x,0.9,0.0,0.9
1,16,x,1.68,0.14,1.82
1,17,x,0.0,0.0,0.0
1,18,x,2.52,1.99,4.51
1,19,x,0.02,0.0,0.02
1,20,x,1.48,0.07,1.55
