batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
4,1,z,0.0,0.0,0.0
4,2,z,1.86,4.43,6.29
4,3,z,3.97,0.0,3.97
4,4,z,2.99,5.71,8.7
4,5,z,1.95,0.44,2.39
4,6,z,0.38,0.0,0.38
4,7,z,1.23,2.6,3.83
4,8,z,0.84,0.0,0.84
4,9,z,1.88,5.03,6.91
4,10,z,1.05,0.24,1.29
4,11,z,0.19,0.0,0.19
4,12,z,0.87,2.32,3.19
4,13,z,0.58,0.0,0.58
4,14,z,1.08,4.53,5.61
4,15,z,0.69,0.46,1.15
4,16,z,0.1,0.0,0.1
4,17,z,0.0,0.0,0.0
4,18,z,0.71,1.95,2.66
4,19,z,0.01,0.0,0.01
4,20,z,0.37,0.04,0.41
