batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
32,1,z,0.0,0.0,0.0
32,2,z,1.13,14.67,15.8
32,3,z,3.92,0.0,3.92
32,4,z,1.93,14.87,16.8
32,5,z,1.37,0.24,1.61
32,6,z,0.38,0.0,0.38
32,7,z,0.8,2.92,3.72
32,8,z,0.8,0.0,0.8
32,9,z,1.05,5.49,6.54
32,10,z,0.73,0.11,0.84
32,11,z,0.19,0.0,0.19
32,12,z,0.49,3.37,3.86
32,13,z,0.52,0.0,0.52
32,14,z,0.62,4.6,5.22
32,15,z,0.41,0.12,0.53
32,16,z,0.09,0.0,0.09
32,17,z,0.0,0.0,0.0
32,18,z,0.16,1.94,2.1
32,19,z,0.01,0.0,0.01
32,20,z,0.05,0.03,0.08
