batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
2,1,z,0.0,0.0,0.0
2,2,z,2.05,4.44,6.49
2,3,z,4.01,0.0,4.01
2,4,z,3.62,5.77,9.39
2,5,z,2.1,0.56,2.66
2,6,z,0.39,0.0,0.39
2,7,z,1.61,2.63,4.24
2,8,z,0.85,0.0,0.85
2,9,z,1.91,5.03,6.94
2,10,z,1.38,0.37,1.75
2,11,z,0.19,0.0,0.19
2,12,z,1.29,2.64,3.93
2,13,z,0.62,0.0,0.62
2,14,z,1.56,4.56,6.12
2,15,z,1.02,0.65,1.67
2,16,z,0.1,0.0,0.1
2,17,z,0.0,0.0,0.0
2,18,z,1.29,1.98,3.27
2,19,z,0.02,0.0,0.02
2,20,z,0.74,0.05,0.79
