batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
64,1,z,0.0,0.0,0.0
64,2,z,1.06,23.9,24.96
64,3,z,3.94,0.0,3.94
64,4,z,1.87,27.58,29.45
64,5,z,1.33,0.22,1.55
64,6,z,0.39,0.0,0.39
64,7,z,0.73,3.57,4.3
64,8,z,0.81,0.0,0.81
64,9,z,0.97,7.16,8.13
64,10,z,0.69,0.09,0.78
64,11,z,0.19,0.0,0.19
64,12,z,0.41,4.57,4.98
64,13,z,0.54,0.0,0.54
64,14,z,0.53,5.54,6.07
64,15,z,0.37,0.1,0.47
64,16,z,0.09,0.0,0.09
64,17,z,0.0,0.0,0.0
64,18,z,0.13,1.94,2.07
64,19,z,0.01,0.0,0.01
64,20,z,0.03,0.02,0.05
