batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
1,1,yz,0.0,0.0,0.0
1,2,yz,2.71,4.44,7.15
1,3,yz,3.41,0.0,3.41
1,4,yz,3.66,5.36,9.02
1,5,yz,3.74,0.0,3.74
1,6,yz,2.66,0.11,2.77
1,7,yz,2.43,3.75,6.18
1,8,yz,2.38,0.0,2.38
1,9,yz,2.73,5.43,8.16
1,10,yz,2.37,0.0,2.37
1,11,yz,2.02,0.05,2.07
1,12,yz,2.17,5.07,7.24
1,13,yz,1.12,0.0,1.12
1,14,yz,2.58,6.47,9.05
1,15,yz,0.91,0.0,0.91
1,16,yz,1.68,0.06,1.74
1,17,yz,0.0,0.0,0.0
1,18,yz,2.5,2.02,4.52
1,19,yz,0.02,0.0,0.02
1,20,yz,1.49,0.07,1.56
