batch_size,layer_nr,implem,cpu time [s],gpu time [s],total time [s]
128,1,yz,0.0,0.0,0.0
128,2,yz,0.96,42.03,42.99
128,3,yz,3.81,0.0,3.81
128,4,yz,1.88,52.23,54.11
128,5,yz,4.01,0.0,4.01
128,6,yz,1.21,0.02,1.23
128,7,yz,0.72,9.73,10.45
128,8,yz,2.21,0.0,2.21
128,9,yz,0.96,16.8,17.76
128,10,yz,2.13,0.0,2.13
128,11,yz,0.62,0.01,0.63
128,12,yz,0.38,2.75,3.13
128,13,yz,1.22,0.0,1.22
128,14,yz,0.5,4.89,5.39
128,15,yz,0.84,0.0,0.84
128,16,yz,0.32,0.01,0.33
128,17,yz,0.0,0.0,0.0
128,18,yz,0.1,1.97,2.07
128,19,yz,0.02,0.0,0.02
128,20,yz,0.02,0.02,0.04
